urn:cts:greekLit:tlg0012.tlg001.hmt01:10.1	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="1"> Alongside the ships the other best <note>aristos</note> men of the Panachaeans</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.338	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="338"> But when he left the crowd of horses and men <note>v.l. Hektor and the crowd of men</note>, </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.339	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="339"> he went up the road eagerly. And as he went, he was observed </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.340	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="340"> by Odysseus, descended from the gods, who said to Diomedes:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.341	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="341"> “Who is this man, Diomedes, coming from the mass of warriors?</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.342	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="342"> I don’t know whether he is here to spy on our ships</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.343	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="343"> or to strip some one of the dead corpses.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.344	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="344"> So let us allow him to slip by on the plain</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.345	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="345"> a little ways. Then rushing at him we might seize him</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.346	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="346"> quickly. And if he outruns us on foot,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.347	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="347"> keep forcing him toward the ships, away from the <note>Trojan</note> mass of warriors,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.348	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="348"> rushing at him with a spear, so that he does not somehow escape toward the city.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.349	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="349"> After those two spoke this way, off the road and amid the corpses</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.350	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="350"> they turned. Dolon swiftly ran past—a reckless thing to do. <note>v.l. 349, 349a, 350(attributed to Aristophanes and others in A and T scholia)</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.351	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="351"> But when he was as far away as the furrow-length <note>cf. O-8.124</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.352	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="352"> of mules (for they are better than cattle</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.353	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="353"> for dragging an assembled plow through deep new ground),</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.354	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="354"> the two ran after him, and he came to a stop when he heard the noise.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.355	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="355"> For he thought in his heart <note>thumos</note> that it was his comrades coming to turn himback,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.356	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="356"> his comrades from the Trojans, with Hektor summoning him to come back.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.357	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="357"> But when they were a spear’s throw away or even less,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.358	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="358"> he recognized that they were enemy men, and he moved his nimble knees</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.359	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="359"> to flee. But they immediately started to pursue.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.360	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="360"> As when two dogs with sharp teeth who are skilled in hunting</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.361	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="361"> race after either a young deer or a hare ceaselessly</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.362	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="362"> through a wooded space, and it runs ahead shrieking,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.363	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="363"> him too in the same way the son of Tydeus and Odysseus, sacker of cities,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.364	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="364"> pursued ceaselessly, cutting him off from the warriors.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.365	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="365"> But when he was soon just about to come within range of the watchmen</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.366	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="366"> as he was fleeing toward the ships, at that point Athena put power <note>menos</note><note>[cf. Il. 3.139 for “put in”</note>] </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.367	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="367"> in the son of Tydeus, so that no one of the Achaeans with their bronze khitons</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.368	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="368"> could be the first to boast that he hit him, and Diomedes would come in second.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.369	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="369"> Rushing at him with a spear powerful Diomedes said:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.370	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="370"> “Either halt or my spear will find you, and I say that you won’t</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.371	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="371"> for long escape sheer destruction by my hands.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.372	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="372"> He spoke and let his spear fly, and by his own will he missed the man.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.373	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="373"> Over his right shoulder the point of the well-smoothed spear</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.374	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="374"> stuck in the earth. Dolon came to a stop and was afraid,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.375	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="375"> stammering. There was a rattling of his teeth in his mouth;</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.376	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="376"> he was pale with fright. The two were breathing hard when they came to him,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.377	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="377"> but they grabbed him by the hands. He was weeping and spoke a word <note>epos</note>:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.378	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="378"> “Take me alive, and I will ransom myself. For in my house there is</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.379	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="379"> bronze and gold and well-wrought iron <note>n:=I-6.48, I-11.133, and O-21.10</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.380	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="380"> from which my father would gratify you with boundless ransom <note>apoina</note><note>n:cf. I-6.49 and I-11.134</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.381	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="381"> if he should find out that I am alive at the ships of the Achaeans.”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.382	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="382"> Odysseus who is crafty in many ways answered him and said, <note>=I-10.423</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.383	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="383"> “Get a hold of yourself: don’t let death be a weight on your heart <note>thumos</note><note>n: cf. I-17.201, O-22.392</note>. </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.384	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="384"> Come on, tell me this and give your account without veering. <note>n:=I-10.405</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.385	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="385"> Where are you going like this from the mass of warriors toward the ships <note>cf.I-10.336</note>, all alone </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.386	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="386"> through the dark night, when other mortals are sleeping? <note>=I-10.83</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.387	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="387"> To strip some one of the dead corpses <note>=I-10.343</note>?</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.388	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="388"> Or did Hektor send you forth to spy on every single thing,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.389	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="389"> sending you to the hollow ships? And did your own heart <note>thumos</note> let you?”</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.390	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="390"> Then Dolon answered him, and his limbs trembled beneath:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.391	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="391"> “In such derangement <note>atē</note> Hektor led my mind <note>noos</note> astray.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.392	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="392"> He was the one who nodded to me about the solid-hoofed horses of the honorable son ofPeleus,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.393	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="393"> nodded in assent that he would give me them and the chariot with its intricate patterns<note>poikilos</note> in bronze <note>cf. I-10.322</note>,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.394	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="394"> and he ordered me, making my way through the swift, black night </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.395	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="395"> to go near the enemy men and to find out <note>cf I-10.308</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.396	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="396"> whether the swift ships are bring watched as before, <note>n:=I-10.309</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.397	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="397"> or whether already subdued under our hands <note>n:=I-10.310</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.398	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="398"> you <note>v.l. they</note> are making plans among yourselves <note>v.l. themselves</note>for escape, and are not willing <note>n:cf. I-10.311</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.399	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="399"> to keep the night watch, overcome by terrible exhaustion.” <note>n:=I-10.312</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.400	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="400"> Smiling, Odysseus who is crafty in many ways said to him:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.401	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="401"> “My my, your heart <note>thumos</note> reaches for great gifts</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.402	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="402"> in the horses and chariot of Aiakos’ grandson. They are troublesome<note>n:=I-17.76</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.403	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="403"> for mortal men, at least, to subdue and to be carried by <note>n:=I-17.77</note>—</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.404	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="404"> for anyone other than Achilles, to whom an immortal mother gave birth <note>n:= I-17.78;cf. I-1.36</note>.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.405	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="405"> Come on, tell me this and give your account without veering. <note>n:=I-10.384</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.406	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="406"> When you came here now where did you leave Hektor, the shepherd of the warriors? </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.407	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="407"> Where is the war gear placed, dear to Ares, and where are the horses?</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.408	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="408"> How about the watch details and the sleeping places of the other Trojans? </l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.409	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="409"> What kind of things are they devising <note>mētis</note> among themselves, whether they areeager <note>n:=I-10.208</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.410	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="410"> to stay all the way out here near the ships, or back to the city<note>n:=I-10.209</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.411	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="411"> retreat, at least when they have subdued the Achaeans?” <note>n:=I-10.210</note></l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.412	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="412"> In turn Dolon the son of Eumēdes said to him:</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.413	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="413"> “Yes, I will give you an account without veering.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.414	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="414"> Hektor, with those men, however many can call a council,</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.415	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="415"> is planning plans next to the grave-mound <note>sêma</note> of divine Ilos</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.416	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="416"> apart from the din. The watch detail you, hero, ask about—</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.417	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="417"> not one has been chosen to protect the mass of warriors or watch over them.</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.418	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="418"> Each group of the Trojans has its own home-fire and its their obligation</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.419	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="419"> to stay awake, and to keep watch they call on</l>
urn:cts:greekLit:tlg0012.tlg001.hmt01:10.420	<l xmlns="http://www.tei-c.org/ns/1.0" xmlns:xi="http://www.w3.org/2001/XInclude" xmlns:svg="http://www.w3.org/2000/svg" xmlns:math="http://www.w3.org/1998/Math/MathML" n="420"> each other. But as for the allies who were called from many places,</l>
