ORCA_URN	AnalyzedText	Analysis	textDeformation
urn:cite2:hmt:signoccurr.v1:188	urn:cts:greekLit:tlg0012.tlg001.msA:2.161	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:189	urn:cts:greekLit:tlg0012.tlg001.msA:2.162	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:190	urn:cts:greekLit:tlg0012.tlg001.msA:2.162	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:191	urn:cts:greekLit:tlg0012.tlg001.msA:2.164	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:192	urn:cts:greekLit:tlg0012.tlg001.msA:2.164	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:193	urn:cts:greekLit:tlg0012.tlg001.msA:2.167	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:194	urn:cts:greekLit:tlg0012.tlg001.msA:2.176	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:195	urn:cts:greekLit:tlg0012.tlg001.msA:2.177	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:196	urn:cts:greekLit:tlg0012.tlg001.msA:2.178	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:197	urn:cts:greekLit:tlg0012.tlg001.msA:2.180	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:198	urn:cts:greekLit:tlg0012.tlg001.msA:2.184	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:199	urn:cts:greekLit:tlg0012.tlg001.msA:2.186	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:200	urn:cts:greekLit:tlg0012.tlg001.msA:2.187	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:201	urn:cts:greekLit:tlg0012.tlg001.msA:2.188	urn:cite2:hmt:critsign:revdottedsigma	TBA
urn:cite2:hmt:signoccurr.v1:202	urn:cts:greekLit:tlg0012.tlg001.msA:2.189	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:203	urn:cts:greekLit:tlg0012.tlg001.msA:2.192	urn:cite2:hmt:critsign:revdottedsigma	TBA
urn:cite2:hmt:signoccurr.v1:204	urn:cts:greekLit:tlg0012.tlg001.msA:2.193	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:205	urn:cts:greekLit:tlg0012.tlg001.msA:2.194	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:206	urn:cts:greekLit:tlg0012.tlg001.msA:2.195	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:207	urn:cts:greekLit:tlg0012.tlg001.msA:2.196	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:207b	urn:cts:greekLit:tlg0012.tlg001.msA:2.196	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:208	urn:cts:greekLit:tlg0012.tlg001.msA:2.197	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:209	urn:cts:greekLit:tlg0012.tlg001.msA:2.203	urn:cite2:hmt:critsign:dottedsigma	TBA
urn:cite2:hmt:signoccurr.v1:210	urn:cts:greekLit:tlg0012.tlg001.msA:2.204	urn:cite2:hmt:critsign:dottedsigma	TBA
urn:cite2:hmt:signoccurr.v1:211	urn:cts:greekLit:tlg0012.tlg001.msA:2.205	urn:cite2:hmt:critsign:dottedsigma	TBA
urn:cite2:hmt:signoccurr.v1:212	urn:cts:greekLit:tlg0012.tlg001.msA:2.217	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:213	urn:cts:greekLit:tlg0012.tlg001.msA:2.220	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:214	urn:cts:greekLit:tlg0012.tlg001.msA:2.226	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:215	urn:cts:greekLit:tlg0012.tlg001.msA:2.227	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:216	urn:cts:greekLit:tlg0012.tlg001.msA:2.229	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:217	urn:cts:greekLit:tlg0012.tlg001.msA:2.231	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:218	urn:cts:greekLit:tlg0012.tlg001.msA:2.238	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:219	urn:cts:greekLit:tlg0012.tlg001.msA:2.239	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:220	urn:cts:greekLit:tlg0012.tlg001.msA:2.247	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:221	urn:cts:greekLit:tlg0012.tlg001.msA:2.252	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:222	urn:cts:greekLit:tlg0012.tlg001.msA:2.253	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:223	urn:cts:greekLit:tlg0012.tlg001.msA:2.254	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:224	urn:cts:greekLit:tlg0012.tlg001.msA:2.255	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:225	urn:cts:greekLit:tlg0012.tlg001.msA:2.256	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:226	urn:cts:greekLit:tlg0012.tlg001.msA:2.258	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:227	urn:cts:greekLit:tlg0012.tlg001.msA:2.260	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:228	urn:cts:greekLit:tlg0012.tlg001.msA:2.264	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:229	urn:cts:greekLit:tlg0012.tlg001.msA:2.269	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:230	urn:cts:greekLit:tlg0012.tlg001.msA:2.276	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:231	urn:cts:greekLit:tlg0012.tlg001.msA:2.278	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:232	urn:cts:greekLit:tlg0012.tlg001.msA:2.286	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:233	urn:cts:greekLit:tlg0012.tlg001.msA:2.291	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:234	urn:cts:greekLit:tlg0012.tlg001.msA:2.297	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:235	urn:cts:greekLit:tlg0012.tlg001.msA:2.299	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:236	urn:cts:greekLit:tlg0012.tlg001.msA:2.300	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:237	urn:cts:greekLit:tlg0012.tlg001.msA:2.302	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:238	urn:cts:greekLit:tlg0012.tlg001.msA:2.314	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:239	urn:cts:greekLit:tlg0012.tlg001.msA:2.318	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:240	urn:cts:greekLit:tlg0012.tlg001.msA:2.319	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:241	urn:cts:greekLit:tlg0012.tlg001.msA:2.320	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:242	urn:cts:greekLit:tlg0012.tlg001.msA:2.328	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:243	urn:cts:greekLit:tlg0012.tlg001.msA:2.341	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:244	urn:cts:greekLit:tlg0012.tlg001.msA:2.349	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:245	urn:cts:greekLit:tlg0012.tlg001.msA:2.353	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:246	urn:cts:greekLit:tlg0012.tlg001.msA:2.356	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:247	urn:cts:greekLit:tlg0012.tlg001.msA:2.381	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:248	urn:cts:greekLit:tlg0012.tlg001.msA:2.385	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:249	urn:cts:greekLit:tlg0012.tlg001.msA:2.397	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:250	urn:cts:greekLit:tlg0012.tlg001.msA:2.412	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:251	urn:cts:greekLit:tlg0012.tlg001.msA:2.417	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:252	urn:cts:greekLit:tlg0012.tlg001.msA:2.422	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:253	urn:cts:greekLit:tlg0012.tlg001.msA:2.424	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:254	urn:cts:greekLit:tlg0012.tlg001.msA:2.435	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:255	urn:cts:greekLit:tlg0012.tlg001.msA:2.438	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:256	urn:cts:greekLit:tlg0012.tlg001.msA:2.440	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:257	urn:cts:greekLit:tlg0012.tlg001.msA:2.453	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:258	urn:cts:greekLit:tlg0012.tlg001.msA:2.454	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:259	urn:cts:greekLit:tlg0012.tlg001.msA:2.455	urn:cite2:hmt:critsign:asteriskos	TBA
urn:cite2:hmt:signoccurr.v1:260	urn:cts:greekLit:tlg0012.tlg001.msA:2.480	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:261	urn:cts:greekLit:tlg0012.tlg001.msA:2.485	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:262	urn:cts:greekLit:tlg0012.tlg001.msA:2.486	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:263	urn:cts:greekLit:tlg0012.tlg001.msA:2.498	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:264	urn:cts:greekLit:tlg0012.tlg001.msA:2.500	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:265	urn:cts:greekLit:tlg0012.tlg001.msA:2.502	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:266	urn:cts:greekLit:tlg0012.tlg001.msA:2.507	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:267	urn:cts:greekLit:tlg0012.tlg001.msA:2.511	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:268	urn:cts:greekLit:tlg0012.tlg001.msA:2.517	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:269	urn:cts:greekLit:tlg0012.tlg001.msA:2.520	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:270	urn:cts:greekLit:tlg0012.tlg001.msA:2.527	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:271	urn:cts:greekLit:tlg0012.tlg001.msA:2.528	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:272	urn:cts:greekLit:tlg0012.tlg001.msA:2.529	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:273	urn:cts:greekLit:tlg0012.tlg001.msA:2.530	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:274	urn:cts:greekLit:tlg0012.tlg001.msA:2.532	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:275	urn:cts:greekLit:tlg0012.tlg001.msA:2.547	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:276	urn:cts:greekLit:tlg0012.tlg001.msA:2.553	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:277	urn:cts:greekLit:tlg0012.tlg001.msA:2.570	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:278	urn:cts:greekLit:tlg0012.tlg001.msA:2.571	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:279	urn:cts:greekLit:tlg0012.tlg001.msA:2.579	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:280	urn:cts:greekLit:tlg0012.tlg001.msA:2.580	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:281	urn:cts:greekLit:tlg0012.tlg001.msA:2.581	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:282	urn:cts:greekLit:tlg0012.tlg001.msA:2.582	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:283	urn:cts:greekLit:tlg0012.tlg001.msA:2.590	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:284	urn:cts:greekLit:tlg0012.tlg001.msA:2.592	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:285	urn:cts:greekLit:tlg0012.tlg001.msA:2.596	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:286	urn:cts:greekLit:tlg0012.tlg001.msA:2.597	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:287	urn:cts:greekLit:tlg0012.tlg001.msA:2.599	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:288	urn:cts:greekLit:tlg0012.tlg001.msA:2.603	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:289	urn:cts:greekLit:tlg0012.tlg001.msA:2.605	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:290	urn:cts:greekLit:tlg0012.tlg001.msA:2.612	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:291	urn:cts:greekLit:tlg0012.tlg001.msA:2.613	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:292	urn:cts:greekLit:tlg0012.tlg001.msA:2.614	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:293	urn:cts:greekLit:tlg0012.tlg001.msA:2.616	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:294	urn:cts:greekLit:tlg0012.tlg001.msA:2.621	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:295	urn:cts:greekLit:tlg0012.tlg001.msA:2.625	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:296	urn:cts:greekLit:tlg0012.tlg001.msA:2.626	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:297	urn:cts:greekLit:tlg0012.tlg001.msA:2.629	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:298	urn:cts:greekLit:tlg0012.tlg001.msA:2.631	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:299	urn:cts:greekLit:tlg0012.tlg001.msA:2.634	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:300	urn:cts:greekLit:tlg0012.tlg001.msA:2.641	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:301	urn:cts:greekLit:tlg0012.tlg001.msA:2.642	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:302	urn:cts:greekLit:tlg0012.tlg001.msA:2.649	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:303	urn:cts:greekLit:tlg0012.tlg001.msA:2.658	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:304	urn:cts:greekLit:tlg0012.tlg001.msA:2.659	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:305	urn:cts:greekLit:tlg0012.tlg001.msA:2.667	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:306	urn:cts:greekLit:tlg0012.tlg001.msA:2.668	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:307	urn:cts:greekLit:tlg0012.tlg001.msA:2.669	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:308	urn:cts:greekLit:tlg0012.tlg001.msA:2.670	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:309	urn:cts:greekLit:tlg0012.tlg001.msA:2.673	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:310	urn:cts:greekLit:tlg0012.tlg001.msA:2.674	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:311	urn:cts:greekLit:tlg0012.tlg001.msA:2.675	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:312	urn:cts:greekLit:tlg0012.tlg001.msA:2.681	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:313	urn:cts:greekLit:tlg0012.tlg001.msA:2.684	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:314	urn:cts:greekLit:tlg0012.tlg001.msA:2.689	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:315	urn:cts:greekLit:tlg0012.tlg001.msA:2.690	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:316	urn:cts:greekLit:tlg0012.tlg001.msA:2.694	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:317	urn:cts:greekLit:tlg0012.tlg001.msA:2.696	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:318	urn:cts:greekLit:tlg0012.tlg001.msA:2.697	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:319	urn:cts:greekLit:tlg0012.tlg001.msA:2.701	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:320	urn:cts:greekLit:tlg0012.tlg001.msA:2.718	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:321	urn:cts:greekLit:tlg0012.tlg001.msA:2.722	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:322	urn:cts:greekLit:tlg0012.tlg001.msA:2.724	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:323	urn:cts:greekLit:tlg0012.tlg001.msA:2.725	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:324	urn:cts:greekLit:tlg0012.tlg001.msA:2.727	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:325	urn:cts:greekLit:tlg0012.tlg001.msA:2.730	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:326	urn:cts:greekLit:tlg0012.tlg001.msA:2.741	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:327	urn:cts:greekLit:tlg0012.tlg001.msA:2.742	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:328	urn:cts:greekLit:tlg0012.tlg001.msA:2.745	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:329	urn:cts:greekLit:tlg0012.tlg001.msA:2.763	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:330	urn:cts:greekLit:tlg0012.tlg001.msA:2.767	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:331	urn:cts:greekLit:tlg0012.tlg001.msA:2.791	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:332	urn:cts:greekLit:tlg0012.tlg001.msA:2.792	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:333	urn:cts:greekLit:tlg0012.tlg001.msA:2.793	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:334	urn:cts:greekLit:tlg0012.tlg001.msA:2.794	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:335	urn:cts:greekLit:tlg0012.tlg001.msA:2.795	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:336	urn:cts:greekLit:tlg0012.tlg001.msA:2.801	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:337	urn:cts:greekLit:tlg0012.tlg001.msA:2.802	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:338	urn:cts:greekLit:tlg0012.tlg001.msA:2.807	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:339	urn:cts:greekLit:tlg0012.tlg001.msA:2.809	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:340	urn:cts:greekLit:tlg0012.tlg001.msA:2.819	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:341	urn:cts:greekLit:tlg0012.tlg001.msA:2.820	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:342	urn:cts:greekLit:tlg0012.tlg001.msA:2.827	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:343	urn:cts:greekLit:tlg0012.tlg001.msA:2.837	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:344	urn:cts:greekLit:tlg0012.tlg001.msA:2.838	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:345	urn:cts:greekLit:tlg0012.tlg001.msA:2.839	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:346	urn:cts:greekLit:tlg0012.tlg001.msA:2.850	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:347	urn:cts:greekLit:tlg0012.tlg001.msA:2.851	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:348	urn:cts:greekLit:tlg0012.tlg001.msA:2.852	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:349	urn:cts:greekLit:tlg0012.tlg001.msA:2.856	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:350	urn:cts:greekLit:tlg0012.tlg001.msA:2.860	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:351	urn:cts:greekLit:tlg0012.tlg001.msA:2.861	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:352	urn:cts:greekLit:tlg0012.tlg001.msA:2.863	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:353	urn:cts:greekLit:tlg0012.tlg001.msA:2.867	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:354	urn:cts:greekLit:tlg0012.tlg001.msA:2.871	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:355	urn:cts:greekLit:tlg0012.tlg001.msA:2.872	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:356	urn:cts:greekLit:tlg0012.tlg001.msA:2.874	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:357	urn:cts:greekLit:tlg0012.tlg001.msA:2.875	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:358	urn:cts:greekLit:tlg0012.tlg001.msA:3.3	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:359	urn:cts:greekLit:tlg0012.tlg001.msA:3.4	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:360	urn:cts:greekLit:tlg0012.tlg001.msA:3.5	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:361	urn:cts:greekLit:tlg0012.tlg001.msA:3.6	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:362	urn:cts:greekLit:tlg0012.tlg001.msA:3.10	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:363	urn:cts:greekLit:tlg0012.tlg001.msA:3.11	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:364	urn:cts:greekLit:tlg0012.tlg001.msA:3.13	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:365	urn:cts:greekLit:tlg0012.tlg001.msA:3.18	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:366	urn:cts:greekLit:tlg0012.tlg001.msA:3.19	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:367	urn:cts:greekLit:tlg0012.tlg001.msA:3.20	urn:cite2:hmt:critsign:obelos	TBA
urn:cite2:hmt:signoccurr.v1:368	urn:cts:greekLit:tlg0012.tlg001.msA:3.25	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:369	urn:cts:greekLit:tlg0012.tlg001.msA:3.28	urn:cite2:hmt:critsign:dotteddiple	TBA
urn:cite2:hmt:signoccurr.v1:370	urn:cts:greekLit:tlg0012.tlg001.msA:3.31	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:371	urn:cts:greekLit:tlg0012.tlg001.msA:3.36	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:372	urn:cts:greekLit:tlg0012.tlg001.msA:3.44	urn:cite2:hmt:critsign:diple	TBA
urn:cite2:hmt:signoccurr.v1:373	urn:cts:greekLit:tlg0012.tlg001.msA:3.48	urn:cite2:hmt:critsign:diple	TBA
